year,month,county,property_sum,violent_sum,unemp. rate,property_sum_lag9,violent_sum_lag9,unemp. rate_lag9
2022,february,modoc county,1,0,8.6%,0,0,5.7%
2022,february,modoc county,7,1,8.6%,0,0,6.5%
2022,february,modoc county,0,0,8.6%,0,0,6.5%
2022,march,modoc county,0,0,7.4%,2,0,6.5%
2022,march,modoc county,0,0,7.4%,0,0,6.5%
2022,march,modoc county,4,2,7.4%,3,1,9.0%
2022,march,modoc county,0,0,7.4%,2,0,9.0%
2022,april,modoc county,3,0,5.7%,0,0,9.0%
2022,april,modoc county,6,1,5.7%,1,2,8.6%
2022,april,modoc county,0,0,5.7%,1,0,8.6%
2022,may,modoc county,1,1,4.5%,7,1,8.6%
2022,may,modoc county,0,0,4.5%,0,0,8.6%
2022,may,modoc county,2,6,4.5%,0,0,7.4%
2022,may,modoc county,0,0,4.5%,0,0,7.4%
2022,june,modoc county,0,0,4.8%,4,2,7.4%
2022,june,modoc county,4,0,4.8%,0,0,7.4%
2022,june,modoc county,0,0,4.8%,3,0,5.7%
2022,july,modoc county,3,3,4.8%,6,1,5.7%
2022,july,modoc county,3,0,4.8%,0,0,5.7%
2022,july,modoc county,3,4,4.8%,1,1,4.5%
2022,july,modoc county,0,0,4.8%,0,0,4.5%
2022,august,modoc county,1,2,4.8%,2,6,4.5%
2022,august,modoc county,0,0,4.8%,0,0,4.5%
2022,august,modoc county,3,0,4.8%,0,0,4.8%
2022,august,modoc county,0,0,4.8%,4,0,4.8%
2022,september,modoc county,4,4,4.2%,0,0,4.8%
2022,september,modoc county,0,0,4.2%,3,3,4.8%
2022,september,modoc county,4,3,4.2%,3,0,4.8%
2022,september,modoc county,0,0,4.2%,3,4,4.8%
2022,october,modoc county,9,1,4.2%,0,0,4.8%
2022,october,modoc county,0,0,4.2%,1,2,4.8%
2022,october,modoc county,7,1,4.2%,0,0,4.8%
2022,october,modoc county,0,0,4.2%,3,0,4.8%
2022,november,modoc county,4,3,5.4%,0,0,4.8%
2022,november,modoc county,0,0,5.4%,4,4,4.2%
2022,november,modoc county,5,1,5.4%,0,0,4.2%
2022,november,modoc county,0,0,5.4%,4,3,4.2%
2022,december,modoc county,2,1,6.8%,0,0,4.2%
2022,december,modoc county,0,0,6.8%,9,1,4.2%
2022,december,modoc county,5,10,6.8%,0,0,4.2%
2022,december,modoc county,0,0,6.8%,7,1,4.2%
2023,january,modoc county,0,1,9.6%,0,0,4.2%
2023,january,modoc county,0,0,9.6%,4,3,5.4%
2023,january,modoc county,5,3,9.6%,0,0,5.4%
2023,february,modoc county,2,0,9.3%,5,1,5.4%
2023,february,modoc county,0,0,9.3%,0,0,5.4%
2023,february,modoc county,2,5,9.3%,2,1,6.8%
2023,march,modoc county,8,0,8.9%,0,0,6.8%
2023,march,modoc county,0,0,8.9%,5,10,6.8%
2023,march,modoc county,0,4,8.9%,0,0,6.8%
2023,april,modoc county,0,1,6.9%,0,1,9.6%
2023,april,modoc county,0,0,6.9%,0,0,9.6%
2023,april,modoc county,3,2,6.9%,5,3,9.6%
2023,april,modoc county,0,0,6.9%,2,0,9.3%
2023,may,modoc county,1,0,5.9%,0,0,9.3%
2023,may,modoc county,0,0,5.9%,2,5,9.3%
2023,may,modoc county,1,0,5.9%,8,0,8.9%
2023,june,modoc county,0,0,5.4%,0,0,8.9%
2023,june,modoc county,0,0,5.4%,0,4,8.9%
2023,june,modoc county,1,6,5.4%,0,1,6.9%
2023,june,modoc county,0,0,5.4%,0,0,6.9%
2023,july,modoc county,1,1,4.9%,3,2,6.9%
2023,july,modoc county,0,0,4.9%,0,0,6.9%
2023,july,modoc county,2,4,4.9%,1,0,5.9%
2023,august,modoc county,3,2,5.2%,0,0,5.9%
2023,august,modoc county,0,0,5.2%,1,0,5.9%
2023,august,modoc county,2,2,5.2%,0,0,5.4%
2023,september,modoc county,1,3,5.0%,0,0,5.4%
2023,september,modoc county,0,0,5.0%,1,6,5.4%
2023,september,modoc county,1,2,5.0%,0,0,5.4%
2023,october,modoc county,3,3,4.9%,1,1,4.9%
2023,october,modoc county,0,0,4.9%,0,0,4.9%
2023,october,modoc county,2,4,4.9%,2,4,4.9%
2023,november,modoc county,0,2,6.0%,3,2,5.2%
2023,november,modoc county,2,3,6.0%,0,0,5.2%
2023,december,modoc county,4,0,8.0%,2,2,5.2%
2023,december,modoc county,0,0,8.0%,1,3,5.0%
2023,december,modoc county,4,3,8.0%,0,0,5.0%
2024,january,modoc county,1,1,10.2%,1,2,5.0%
2024,january,modoc county,0,0,10.2%,3,3,4.9%
2024,january,modoc county,1,2,10.2%,0,0,4.9%
2024,february,modoc county,1,8,10.7%,2,4,4.9%
2024,february,modoc county,0,0,10.7%,0,2,6.0%
2024,february,modoc county,1,2,10.7%,2,3,6.0%
2024,march,modoc county,2,0,9.0%,4,0,8.0%
2024,march,modoc county,0,0,9.0%,0,0,8.0%
2024,march,modoc county,2,0,9.0%,4,3,8.0%
2024,april,modoc county,4,1,7.0%,1,1,10.2%
2024,april,modoc county,0,0,7.0%,0,0,10.2%
2024,april,modoc county,2,0,7.0%,1,2,10.2%
2024,may,modoc county,0,9,5.5%,1,8,10.7%
2024,may,modoc county,0,0,5.5%,0,0,10.7%
2024,may,modoc county,3,4,5.5%,1,2,10.7%
2024,june,modoc county,0,6,5.6%,2,0,9.0%
2024,june,modoc county,0,0,5.6%,0,0,9.0%
2024,june,modoc county,0,1,5.6%,2,0,9.0%
2024,july,modoc county,3,3,6.1%,4,1,7.0%
2024,july,modoc county,0,0,6.1%,0,0,7.0%
2024,july,modoc county,1,0,6.1%,2,0,7.0%
2024,august,modoc county,4,4,5.8%,0,9,5.5%
2024,august,modoc county,0,0,5.8%,0,0,5.5%
2024,august,modoc county,6,4,5.8%,3,4,5.5%
2024,september,modoc county,1,1,5.3%,0,6,5.6%
2024,september,modoc county,0,0,5.3%,0,0,5.6%
2024,september,modoc county,5,0,5.3%,0,1,5.6%
2024,october,modoc county,1,3,5.3%,3,3,6.1%
2024,october,modoc county,0,0,5.3%,0,0,6.1%
2024,october,modoc county,3,2,5.3%,1,0,6.1%
2024,november,modoc county,0,3,5.9%,4,4,5.8%
2024,november,modoc county,0,0,5.9%,0,0,5.8%
2024,november,modoc county,0,2,5.9%,6,4,5.8%
2024,december,modoc county,0,0,7.5%,1,1,5.3%
2024,december,modoc county,0,0,7.5%,0,0,5.3%
2024,december,modoc county,3,3,7.5%,5,0,5.3%
2010,january,mono county,0,0,9.1%,,,
2010,january,mono county,27,5,9.1%,,,
2010,january,mono county,4,0,9.1%,,,
2010,february,mono county,0,0,8.8%,,,
2010,february,mono county,28,3,8.8%,,,
2010,february,mono county,0,0,8.8%,,,
2010,march,mono county,0,0,9.1%,,,
2010,march,mono county,23,6,9.1%,,,
2010,march,mono county,3,1,9.1%,,,
2010,april,mono county,0,0,8.4%,0,0,9.1%
2010,april,mono county,14,4,8.4%,27,5,9.1%
2010,april,mono county,3,0,8.4%,4,0,9.1%
2010,may,mono county,0,0,12.4%,0,0,8.8%
2010,may,mono county,11,3,12.4%,28,3,8.8%
2010,may,mono county,9,1,12.4%,0,0,8.8%
2010,june,mono county,0,0,12.0%,0,0,9.1%
2010,june,mono county,16,1,12.0%,23,6,9.1%
2010,june,mono county,8,2,12.0%,3,1,9.1%
2010,july,mono county,2,0,10.4%,0,0,8.4%
2010,july,mono county,23,5,10.4%,14,4,8.4%
2010,july,mono county,13,2,10.4%,3,0,8.4%
2010,august,mono county,0,0,10.1%,0,0,12.4%
2010,august,mono county,17,2,10.1%,11,3,12.4%
2010,august,mono county,13,4,10.1%,9,1,12.4%
2010,september,mono county,0,0,10.6%,0,0,12.0%
2010,september,mono county,12,3,10.6%,16,1,12.0%
2010,september,mono county,5,0,10.6%,8,2,12.0%
2010,october,mono county,0,0,12.3%,2,0,10.4%
2010,october,mono county,19,5,12.3%,23,5,10.4%
2010,october,mono county,7,2,12.3%,13,2,10.4%
2010,november,mono county,0,0,11.9%,0,0,10.1%
2010,november,mono county,15,2,11.9%,17,2,10.1%
2010,november,mono county,3,0,11.9%,13,4,10.1%
2010,december,mono county,0,0,8.8%,0,0,10.6%
2010,december,mono county,25,7,8.8%,12,3,10.6%
2010,december,mono county,3,1,8.8%,5,0,10.6%
2011,january,mono county,0,0,8.4%,0,0,12.3%
2011,january,mono county,22,3,8.4%,19,5,12.3%
2011,january,mono county,2,0,8.4%,7,2,12.3%
2011,february,mono county,0,0,8.5%,0,0,11.9%
2011,february,mono county,18,2,8.5%,15,2,11.9%
2011,february,mono county,3,0,8.5%,3,0,11.9%
2011,march,mono county,0,0,8.2%,0,0,8.8%
2011,march,mono county,23,6,8.2%,25,7,8.8%
2011,march,mono county,3,0,8.2%,3,1,8.8%
2011,april,mono county,0,0,8.1%,0,0,8.4%
2011,april,mono county,39,2,8.1%,22,3,8.4%
2011,april,mono county,4,0,8.1%,2,0,8.4%
2011,may,mono county,0,0,12.4%,0,0,8.5%
2011,may,mono county,16,5,12.4%,18,2,8.5%
2011,may,mono county,5,0,12.4%,3,0,8.5%
2011,june,mono county,0,0,12.2%,0,0,8.2%
2011,june,mono county,21,2,12.2%,23,6,8.2%
2011,june,mono county,4,3,12.2%,3,0,8.2%
2011,july,mono county,0,0,10.7%,0,0,8.1%
2011,july,mono county,29,2,10.7%,39,2,8.1%
2011,july,mono county,7,2,10.7%,4,0,8.1%
2011,august,mono county,0,0,10.1%,0,0,12.4%
2011,august,mono county,22,3,10.1%,16,5,12.4%
2011,august,mono county,17,3,10.1%,5,0,12.4%
2011,september,mono county,0,0,10.5%,0,0,12.2%
2011,september,mono county,20,3,10.5%,21,2,12.2%
2011,september,mono county,14,0,10.5%,4,3,12.2%
2011,october,mono county,0,0,12.0%,0,0,10.7%
2011,october,mono county,14,3,12.0%,29,2,10.7%
2011,october,mono county,5,1,12.0%,7,2,10.7%
2011,november,mono county,0,0,11.1%,0,0,10.1%
2011,november,mono county,10,2,11.1%,22,3,10.1%
2011,november,mono county,1,2,11.1%,17,3,10.1%
2011,december,mono county,0,0,9.4%,0,0,10.5%
2011,december,mono county,10,5,9.4%,20,3,10.5%
2011,december,mono county,2,0,9.4%,14,0,10.5%
2012,january,mono county,0,0,9.8%,0,0,12.0%
2012,january,mono county,24,3,9.8%,14,3,12.0%
2012,january,mono county,5,2,9.8%,5,1,12.0%
2012,february,mono county,0,0,9.6%,0,0,11.1%
2012,february,mono county,17,2,9.6%,10,2,11.1%
2012,february,mono county,3,0,9.6%,1,2,11.1%
2012,march,mono county,0,0,10.1%,0,0,9.4%
2012,march,mono county,14,1,10.1%,10,5,9.4%
2012,march,mono county,4,1,10.1%,2,0,9.4%
2012,april,mono county,0,0,9.6%,0,0,9.8%
2012,april,mono county,11,4,9.6%,24,3,9.8%
2012,april,mono county,1,0,9.6%,5,2,9.8%
2012,may,mono county,0,0,12.4%,0,0,9.6%
2012,may,mono county,22,4,12.4%,17,2,9.6%
2012,may,mono county,9,0,12.4%,3,0,9.6%
2012,june,mono county,0,0,11.9%,0,0,10.1%
2012,june,mono county,13,3,11.9%,14,1,10.1%
2012,june,mono county,12,0,11.9%,4,1,10.1%
2012,july,mono county,0,0,10.8%,0,0,9.6%
2012,july,mono county,21,5,10.8%,11,4,9.6%
2012,july,mono county,6,0,10.8%,1,0,9.6%
2012,august,mono county,0,0,10.2%,0,0,12.4%
2012,august,mono county,14,5,10.2%,22,4,12.4%
2012,august,mono county,6,1,10.2%,9,0,12.4%
2012,september,mono county,0,0,9.8%,0,0,11.9%
2012,september,mono county,4,1,9.8%,13,3,11.9%
2012,september,mono county,9,2,9.8%,12,0,11.9%
2012,october,mono county,0,0,10.9%,0,0,10.8%
2012,october,mono county,16,4,10.9%,21,5,10.8%
2012,october,mono county,3,0,10.9%,6,0,10.8%
2012,november,mono county,0,0,10.5%,0,0,10.2%
2012,november,mono county,14,1,10.5%,14,5,10.2%
2012,november,mono county,2,0,10.5%,6,1,10.2%
2012,december,mono county,0,0,9.1%,0,0,9.8%
2012,december,mono county,26,5,9.1%,4,1,9.8%
2012,december,mono county,2,0,9.1%,9,2,9.8%
2013,january,mono county,0,0,9.1%,0,0,10.9%
2013,january,mono county,25,1,9.1%,16,4,10.9%
2013,january,mono county,4,0,9.1%,3,0,10.9%
2013,february,mono county,0,0,8.6%,0,0,10.5%
2013,february,mono county,15,1,8.6%,14,1,10.5%
2013,february,mono county,2,0,8.6%,2,0,10.5%
2013,march,mono county,0,0,8.5%,0,0,9.1%
2013,march,mono county,11,2,8.5%,26,5,9.1%
2013,march,mono county,7,0,8.5%,2,0,9.1%
2013,april,mono county,0,0,7.8%,0,0,9.1%
2013,april,mono county,12,0,7.8%,25,1,9.1%
2013,april,mono county,9,1,7.8%,4,0,9.1%
2013,may,mono county,0,0,9.6%,0,0,8.6%
2013,may,mono county,15,3,9.6%,15,1,8.6%
2013,may,mono county,8,2,9.6%,2,0,8.6%
2013,june,mono county,0,0,9.1%,0,0,8.5%
2013,june,mono county,4,1,9.1%,11,2,8.5%
2013,june,mono county,7,2,9.1%,7,0,8.5%
2013,july,mono county,1,0,8.3%,0,0,7.8%
2013,july,mono county,20,1,8.3%,12,0,7.8%
2013,july,mono county,9,0,8.3%,9,1,7.8%
2013,august,mono county,0,0,7.9%,0,0,9.6%
2013,august,mono county,17,3,7.9%,15,3,9.6%
2013,august,mono county,3,2,7.9%,8,2,9.6%
2013,september,mono county,0,0,8.1%,0,0,9.1%
2013,september,mono county,4,1,8.1%,4,1,9.1%
2013,september,mono county,7,0,8.1%,7,2,9.1%
2013,october,mono county,0,0,9.4%,1,0,8.3%
2013,october,mono county,6,1,9.4%,20,1,8.3%
2013,october,mono county,5,2,9.4%,9,0,8.3%
2013,november,mono county,0,1,9.3%,0,0,7.9%
2013,november,mono county,9,4,9.3%,17,3,7.9%
2013,november,mono county,2,1,9.3%,3,2,7.9%
2013,december,mono county,0,0,7.7%,0,0,8.1%
2013,december,mono county,14,0,7.7%,4,1,8.1%
2013,december,mono county,5,0,7.7%,7,0,8.1%
2014,january,mono county,0,0,7.6%,0,0,9.4%
2014,january,mono county,8,7,7.6%,6,1,9.4%
2014,january,mono county,11,0,7.6%,5,2,9.4%
2014,february,mono county,0,0,8.0%,0,1,9.3%
2014,february,mono county,12,1,8.0%,9,4,9.3%
2014,february,mono county,3,0,8.0%,2,1,9.3%
2014,march,mono county,0,0,7.7%,0,0,7.7%
2014,march,mono county,10,2,7.7%,14,0,7.7%
2014,march,mono county,3,0,7.7%,5,0,7.7%
2014,april,mono county,0,0,6.5%,0,0,7.6%
2014,april,mono county,7,1,6.5%,8,7,7.6%
2014,april,mono county,9,2,6.5%,11,0,7.6%
2014,may,mono county,2,0,7.9%,0,0,8.0%
2014,may,mono county,11,1,7.9%,12,1,8.0%
2014,may,mono county,6,1,7.9%,3,0,8.0%
2014,june,mono county,0,0,7.4%,0,0,7.7%
2014,june,mono county,10,4,7.4%,10,2,7.7%
2014,june,mono county,7,3,7.4%,3,0,7.7%
2014,july,mono county,0,0,7.0%,0,0,6.5%
2014,july,mono county,14,3,7.0%,7,1,6.5%
2014,july,mono county,6,1,7.0%,9,2,6.5%
2014,august,mono county,2,0,6.6%,2,0,7.9%
2014,august,mono county,10,1,6.6%,11,1,7.9%
2014,august,mono county,10,0,6.6%,6,1,7.9%
2014,september,mono county,0,0,6.5%,0,0,7.4%
2014,september,mono county,13,1,6.5%,10,4,7.4%
2014,september,mono county,7,1,6.5%,7,3,7.4%
2014,october,mono county,0,0,7.3%,0,0,7.0%
2014,october,mono county,5,3,7.3%,14,3,7.0%
2014,october,mono county,4,0,7.3%,6,1,7.0%
2014,november,mono county,0,0,7.3%,2,0,6.6%
2014,november,mono county,5,2,7.3%,10,1,6.6%
2014,november,mono county,2,0,7.3%,10,0,6.6%
2014,december,mono county,0,0,6.0%,0,0,6.5%
2014,december,mono county,6,2,6.0%,13,1,6.5%
2014,december,mono county,1,0,6.0%,7,1,6.5%
2015,january,mono county,0,0,5.8%,0,0,7.3%
2015,january,mono county,16,0,5.8%,5,3,7.3%
2015,january,mono county,5,1,5.8%,4,0,7.3%
2015,february,mono county,0,0,5.6%,0,0,7.3%
2015,february,mono county,12,0,5.6%,5,2,7.3%
2015,february,mono county,2,0,5.6%,2,0,7.3%
2015,march,mono county,0,1,5.7%,0,0,6.0%
2015,march,mono county,16,0,5.7%,6,2,6.0%
2015,march,mono county,2,1,5.7%,1,0,6.0%
2015,april,mono county,0,0,6.9%,0,0,5.8%
2015,april,mono county,6,2,6.9%,16,0,5.8%
2015,april,mono county,1,1,6.9%,5,1,5.8%
2015,may,mono county,0,0,8.1%,0,0,5.6%
2015,may,mono county,21,2,8.1%,12,0,5.6%
2015,may,mono county,3,1,8.1%,2,0,5.6%
2015,june,mono county,0,0,6.8%,0,1,5.7%
2015,june,mono county,9,2,6.8%,16,0,5.7%
2015,june,mono county,4,2,6.8%,2,1,5.7%
2015,july,mono county,0,0,5.7%,0,0,6.9%
2015,july,mono county,15,2,5.7%,6,2,6.9%
2015,july,mono county,6,5,5.7%,1,1,6.9%
2015,august,mono county,0,0,5.3%,0,0,8.1%
2015,august,mono county,17,1,5.3%,21,2,8.1%
2015,august,mono county,6,1,5.3%,3,1,8.1%
2015,september,mono county,0,0,5.5%,0,0,6.8%
2015,september,mono county,7,4,5.5%,9,2,6.8%
2015,september,mono county,6,1,5.5%,4,2,6.8%
2015,october,mono county,0,0,6.7%,0,0,5.7%
2015,october,mono county,8,0,6.7%,15,2,5.7%
2015,october,mono county,4,0,6.7%,6,5,5.7%
2015,november,mono county,0,0,6.6%,0,0,5.3%
2015,november,mono county,3,0,6.6%,17,1,5.3%
2015,november,mono county,2,1,6.6%,6,1,5.3%
2015,december,mono county,0,0,5.3%,0,0,5.5%
2015,december,mono county,13,1,5.3%,7,4,5.5%
2015,december,mono county,1,0,5.3%,6,1,5.5%
2016,january,mono county,0,0,5.3%,0,0,6.7%
2016,january,mono county,12,0,5.3%,8,0,6.7%
2016,january,mono county,2,0,5.3%,4,0,6.7%
2016,february,mono county,0,0,5.3%,0,0,6.6%
2016,february,mono county,11,0,5.3%,3,0,6.6%
2016,february,mono county,8,0,5.3%,2,1,6.6%
2016,march,mono county,0,0,5.3%,0,0,5.3%
2016,march,mono county,5,2,5.3%,13,1,5.3%
2016,march,mono county,2,2,5.3%,1,0,5.3%
2016,april,mono county,0,0,5.0%,0,0,5.3%
2016,april,mono county,11,3,5.0%,12,0,5.3%
2016,april,mono county,3,0,5.0%,2,0,5.3%
2016,may,mono county,0,0,6.7%,0,0,5.3%
2016,may,mono county,5,1,6.7%,11,0,5.3%
2016,may,mono county,2,0,6.7%,8,0,5.3%
2016,june,mono county,0,0,6.0%,0,0,5.3%
2016,june,mono county,10,2,6.0%,5,2,5.3%
2016,june,mono county,8,3,6.0%,2,2,5.3%
2016,july,mono county,0,0,5.6%,0,0,5.0%
2016,july,mono county,12,4,5.6%,11,3,5.0%
2016,july,mono county,5,2,5.6%,3,0,5.0%
2016,august,mono county,0,0,5.3%,0,0,6.7%
2016,august,mono county,8,1,5.3%,5,1,6.7%
2016,august,mono county,4,2,5.3%,2,0,6.7%
2016,september,mono county,0,0,5.5%,0,0,6.0%
2016,september,mono county,7,2,5.5%,10,2,6.0%
2016,september,mono county,7,0,5.5%,8,3,6.0%
2016,october,mono county,0,0,6.5%,0,0,5.6%
2016,october,mono county,7,2,6.5%,12,4,5.6%
2016,october,mono county,5,3,6.5%,5,2,5.6%
2016,november,mono county,2,0,6.3%,0,0,5.3%
2016,november,mono county,8,1,6.3%,8,1,5.3%
2016,november,mono county,1,2,6.3%,4,2,5.3%
2016,december,mono county,0,0,4.8%,0,0,5.5%
2016,december,mono county,13,3,4.8%,7,2,5.5%
2016,december,mono county,4,2,4.8%,7,0,5.5%
2017,january,mono county,1,0,4.8%,0,0,6.5%
2017,january,mono county,6,1,4.8%,7,2,6.5%
2017,january,mono county,1,0,4.8%,5,3,6.5%
2017,february,mono county,0,0,4.5%,2,0,6.3%
2017,february,mono county,28,4,4.5%,8,1,6.3%
2017,february,mono county,6,1,4.5%,1,2,6.3%
2017,march,mono county,0,0,4.3%,0,0,4.8%
2017,march,mono county,12,2,4.3%,13,3,4.8%
2017,march,mono county,3,1,4.3%,4,2,4.8%
2017,april,mono county,1,0,3.7%,1,0,4.8%
2017,april,mono county,11,6,3.7%,6,1,4.8%
2017,april,mono county,3,1,3.7%,1,0,4.8%
2017,may,mono county,1,0,4.7%,0,0,4.5%
2017,may,mono county,12,2,4.7%,28,4,4.5%
2017,may,mono county,4,2,4.7%,6,1,4.5%
2017,june,mono county,1,0,5.1%,0,0,4.3%
2017,june,mono county,14,2,5.1%,12,2,4.3%
2017,june,mono county,5,2,5.1%,3,1,4.3%
2017,july,mono county,0,0,4.9%,1,0,3.7%
2017,july,mono county,15,1,4.9%,11,6,3.7%
2017,july,mono county,7,2,4.9%,3,1,3.7%
2017,august,mono county,0,0,5.0%,1,0,4.7%
2017,august,mono county,14,2,5.0%,12,2,4.7%
2017,august,mono county,5,2,5.0%,4,2,4.7%
2017,september,mono county,0,0,4.7%,1,0,5.1%
2017,september,mono county,5,3,4.7%,14,2,5.1%
2017,september,mono county,7,2,4.7%,5,2,5.1%
2017,october,mono county,0,0,5.1%,0,0,4.9%
2017,october,mono county,10,3,5.1%,15,1,4.9%
2017,october,mono county,12,3,5.1%,7,2,4.9%
2017,november,mono county,2,0,5.0%,0,0,5.0%
2017,november,mono county,12,0,5.0%,14,2,5.0%
2017,november,mono county,2,0,5.0%,5,2,5.0%
2017,december,mono county,0,0,4.2%,0,0,4.7%
2017,december,mono county,8,1,4.2%,5,3,4.7%
2017,december,mono county,3,0,4.2%,7,2,4.7%
2018,january,mono county,0,0,4.2%,0,0,5.1%
2018,january,mono county,9,0,4.2%,10,3,5.1%
2018,january,mono county,3,1,4.2%,12,3,5.1%
2018,february,mono county,0,0,4.2%,2,0,5.0%
2018,february,mono county,9,1,4.2%,12,0,5.0%
2018,february,mono county,2,2,4.2%,2,0,5.0%
2018,march,mono county,0,0,4.0%,0,0,4.2%
2018,march,mono county,3,2,4.0%,8,1,4.2%
2018,march,mono county,4,7,4.0%,3,0,4.2%
2018,april,mono county,0,0,3.6%,0,0,4.2%
2018,april,mono county,6,0,3.6%,9,0,4.2%
2018,april,mono county,4,1,3.6%,3,1,4.2%
2018,may,mono county,4,0,4.1%,0,0,4.2%
2018,may,mono county,9,3,4.1%,9,1,4.2%
2018,may,mono county,3,3,4.1%,2,2,4.2%
2018,june,mono county,0,0,4.3%,0,0,4.0%
2018,june,mono county,7,1,4.3%,3,2,4.0%
2018,june,mono county,5,3,4.3%,4,7,4.0%
2018,july,mono county,0,0,4.1%,0,0,3.6%
2018,july,mono county,3,4,4.1%,6,0,3.6%
2018,july,mono county,12,1,4.1%,4,1,3.6%
2018,august,mono county,0,0,4.1%,4,0,4.1%
2018,august,mono county,12,3,4.1%,9,3,4.1%
2018,august,mono county,3,0,4.1%,3,3,4.1%
2018,september,mono county,0,0,4.1%,0,0,4.3%
2018,september,mono county,8,0,4.1%,7,1,4.3%
2018,september,mono county,3,2,4.1%,5,3,4.3%
2018,october,mono county,1,0,4.9%,0,0,4.1%
2018,october,mono county,5,2,4.9%,3,4,4.1%
2018,october,mono county,3,1,4.9%,12,1,4.1%
2018,november,mono county,1,0,4.8%,0,0,4.1%
2018,november,mono county,2,1,4.8%,12,3,4.1%
2018,november,mono county,2,0,4.8%,3,0,4.1%
2018,december,mono county,0,0,4.0%,0,0,4.1%
2018,december,mono county,9,2,4.0%,8,0,4.1%
2018,december,mono county,1,1,4.0%,3,2,4.1%
2019,january,mono county,0,0,4.2%,1,0,4.9%
2019,january,mono county,17,2,4.2%,5,2,4.9%
2019,january,mono county,3,5,4.2%,3,1,4.9%
2019,february,mono county,0,0,4.0%,1,0,4.8%
2019,february,mono county,7,7,4.0%,2,1,4.8%
2019,february,mono county,3,2,4.0%,2,0,4.8%
2019,march,mono county,0,0,4.0%,0,0,4.0%
2019,march,mono county,10,6,4.0%,9,2,4.0%
2019,march,mono county,0,0,4.0%,1,1,4.0%
2019,april,mono county,0,0,3.2%,0,0,4.2%
2019,april,mono county,13,4,3.2%,17,2,4.2%
2019,april,mono county,5,1,3.2%,3,5,4.2%
2019,may,mono county,0,0,3.6%,0,0,4.0%
2019,may,mono county,13,2,3.6%,7,7,4.0%
2019,may,mono county,8,1,3.6%,3,2,4.0%
2019,june,mono county,0,0,4.2%,0,0,4.0%
2019,june,mono county,11,2,4.2%,10,6,4.0%
2019,june,mono county,3,3,4.2%,0,0,4.0%
2019,july,mono county,0,0,3.9%,0,0,3.2%
2019,july,mono county,13,5,3.9%,13,4,3.2%
2019,july,mono county,3,3,3.9%,5,1,3.2%
2019,august,mono county,2,0,3.8%,0,0,3.6%
2019,august,mono county,17,6,3.8%,13,2,3.6%
2019,august,mono county,9,6,3.8%,8,1,3.6%
2019,september,mono county,0,0,3.6%,0,0,4.2%
2019,september,mono county,10,4,3.6%,11,2,4.2%
2019,september,mono county,12,0,3.6%,3,3,4.2%
2019,october,mono county,0,0,4.3%,0,0,3.9%
2019,october,mono county,8,0,4.3%,13,5,3.9%
2019,october,mono county,3,3,4.3%,3,3,3.9%
2019,november,mono county,0,0,4.3%,2,0,3.8%
2019,november,mono county,6,1,4.3%,17,6,3.8%
2019,november,mono county,2,0,4.3%,9,6,3.8%
2019,december,mono county,1,0,3.5%,0,0,3.6%
2019,december,mono county,6,3,3.5%,10,4,3.6%
2019,december,mono county,2,1,3.5%,12,0,3.6%
2020,january,mono county,0,0,3.7%,0,0,4.3%
2020,january,mono county,14,2,3.7%,8,0,4.3%
2020,january,mono county,7,0,3.7%,3,3,4.3%
2020,february,mono county,0,0,3.8%,0,0,4.3%
2020,february,mono county,10,5,3.8%,6,1,4.3%
2020,february,mono county,3,1,3.8%,2,0,4.3%
2020,march,mono county,0,0,5.7%,1,0,3.5%
2020,march,mono county,3,3,5.7%,6,3,3.5%
2020,march,mono county,2,3,5.7%,2,1,3.5%
2020,april,mono county,0,0,30.1%,0,0,3.7%
2020,april,mono county,8,0,30.1%,14,2,3.7%
2020,april,mono county,5,1,30.1%,7,0,3.7%
2020,may,mono county,2,0,28.5%,0,0,3.8%
2020,may,mono county,8,1,28.5%,10,5,3.8%
2020,may,mono county,5,0,28.5%,3,1,3.8%
2020,june,mono county,2,0,22.0%,0,0,5.7%
2020,june,mono county,5,0,22.0%,3,3,5.7%
2020,june,mono county,2,1,22.0%,2,3,5.7%
2020,july,mono county,0,0,14.5%,0,0,30.1%
2020,july,mono county,3,0,14.5%,8,0,30.1%
2020,july,mono county,4,4,14.5%,5,1,30.1%
2020,august,mono county,0,0,10.9%,2,0,28.5%
2020,august,mono county,8,1,10.9%,8,1,28.5%
2020,august,mono county,9,4,10.9%,5,0,28.5%
2020,september,mono county,1,0,10.3%,2,0,22.0%
2020,september,mono county,11,5,10.3%,5,0,22.0%
2020,september,mono county,6,2,10.3%,2,1,22.0%
2020,october,mono county,2,0,10.7%,0,0,14.5%
2020,october,mono county,7,2,10.7%,3,0,14.5%
2020,october,mono county,3,2,10.7%,4,4,14.5%
2020,november,mono county,0,0,9.7%,0,0,10.9%
2020,november,mono county,5,2,9.7%,8,1,10.9%
2020,november,mono county,3,3,9.7%,9,4,10.9%
2020,december,mono county,0,0,10.1%,1,0,10.3%
2020,december,mono county,14,0,10.1%,11,5,10.3%
2020,december,mono county,9,0,10.1%,6,2,10.3%
2021,january,mono county,0,0,11.4%,2,0,10.7%
2021,january,mono county,5,1,11.4%,7,2,10.7%
2021,january,mono county,2,1,11.4%,3,2,10.7%
2021,february,mono county,0,0,9.2%,0,0,9.7%
